Attrition_Flag,Dependent_count,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Avg_Utilization_Ratio
Existing Customer,2,$60K - $80K,Blue,27,19114,4413,0.092
Existing Customer,2,$60K - $80K,Silver,33,25217,15054,0.07
Existing Customer,1,$60K - $80K,Blue,37,1909,1457,0.918
Existing Customer,3,$40K - $60K,Blue,39,4409,4292,0.398
Existing Customer,3,Unknown,Blue,39,7469,2050,0.235
Existing Customer,2,Less than $40K,Blue,36,2463,2171,0.711
Existing Customer,2,$60K - $80K,Blue,36,1982,4313,0.883
Attrited Customer,1,Less than $40K,Blue,36,2401,2597,0.207
Existing Customer,2,Less than $40K,Blue,36,2363,3887,0.209
Existing Customer,2,$60K - $80K,Blue,25,6242,2187,0.079
Existing Customer,3,Unknown,Blue,32,1438.3,5016,0.341
Attrited Customer,0,$80K - $120K,Blue,46,6526,2331,0.075
Attrited Customer,2,Unknown,Blue,37,11750,2532,0.041
Attrited Customer,1,$40K - $60K,Blue,41,1694,2349,0.283
Attrited Customer,3,Unknown,Blue,36,3698,2051,0.129
Attrited Customer,0,Unknown,Blue,56,5894,1616,0.081
Attrited Customer,4,$120K +,Blue,34,5195,2682,0.09
Attrited Customer,1,Unknown,Blue,35,2197,1955,0.21
Existing Customer,4,$60K - $80K,Blue,28,2758,4244,0.167
Attrited Customer,4,Less than $40K,Blue,38,3874,4921,0.119
Attrited Customer,3,$80K - $120K,Blue,40,2509,2239,0.179
Attrited Customer,1,Less than $40K,Blue,49,3214,2720,0.132
Attrited Customer,2,$120K +,Blue,38,34516,7454,0.012
Attrited Customer,0,Less than $40K,Blue,36,7418,911,0.053
Attrited Customer,3,$60K - $80K,Blue,37,8808,1905,0.044
Attrited Customer,1,Less than $40K,Blue,36,1438.3,850,0.251
Attrited Customer,1,$120K +,Blue,47,4789,2496,0.075
Attrited Customer,1,$40K - $60K,Blue,46,1632,2532,0.215
Attrited Customer,0,Less than $40K,Blue,50,2936,2692,0.111
Attrited Customer,4,Unknown,Blue,36,8075,2415,0.039
Attrited Customer,3,Less than $40K,Blue,39,1801,2252,0.175
Attrited Customer,4,$60K - $80K,Blue,36,1438.3,1786,0.217
Attrited Customer,2,Less than $40K,Blue,45,1438.3,694,0.213
Attrited Customer,2,$40K - $60K,Silver,23,17894,4691,0.017
Attrited Customer,3,$60K - $80K,Blue,36,8663,916,0.033
Attrited Customer,4,$120K +,Blue,48,34516,3029,0.008
Attrited Customer,2,Less than $40K,Blue,32,1628,2219,0.169
Attrited Customer,3,Less than $40K,Blue,36,1558,2424,0.168
Attrited Customer,2,Less than $40K,Blue,49,1583,2541,0.148
Attrited Customer,4,$80K - $120K,Silver,42,34516,8629,0.007
Attrited Customer,2,$120K +,Blue,44,34516,1882,0.006
Attrited Customer,3,Unknown,Blue,36,3855,1724,0.055
Attrited Customer,5,$80K - $120K,Blue,44,9959,8517,0.02
Attrited Customer,3,Less than $40K,Blue,33,2420,2478,0.079
Attrited Customer,1,$60K - $80K,Blue,36,8925,741,0.019
Existing Customer,2,$80K - $120K,Blue,42,12217,1110,0
Existing Customer,3,Unknown,Blue,34,10100,1052,0
Existing Customer,4,Less than $40K,Gold,36,15433,966,0
Attrited Customer,2,$120K +,Blue,36,15769,602,0
Existing Customer,2,Less than $40K,Blue,36,9930,1276,0
Attrited Customer,1,$60K - $80K,Blue,53,14979,530,0
Existing Customer,1,$40K - $60K,Silver,31,18386,1298,0
Attrited Customer,2,$60K - $80K,Blue,46,1438.3,844,0
Existing Customer,3,$60K - $80K,Blue,32,1438.3,1468,0
Attrited Customer,5,$40K - $60K,Blue,45,1438.3,815,0
Attrited Customer,0,$40K - $60K,Blue,40,1438.3,689,0
Attrited Customer,0,$40K - $60K,Blue,53,3353,960,0
Existing Customer,0,$40K - $60K,Blue,45,2601,1232,0
Attrited Customer,2,$60K - $80K,Blue,36,3401,744,0
Existing Customer,2,$60K - $80K,Blue,40,19116,1184,0
Existing Customer,1,$120K +,Blue,39,34516,1106,0
Existing Customer,1,Less than $40K,Blue,43,1438.3,1439,0
Attrited Customer,3,$60K - $80K,Blue,34,13450,1000,0
Existing Customer,0,$60K - $80K,Blue,36,2567,2399,0
Existing Customer,2,Less than $40K,Blue,36,1491,1058,0
Existing Customer,1,$40K - $60K,Blue,36,11213,1257,0
Existing Customer,3,Unknown,Blue,29,26181,1303,0
Existing Customer,1,Unknown,Blue,52,17561,1608,0
Existing Customer,2,Less than $40K,Blue,36,9476,1128,0
Attrited Customer,2,$40K - $60K,Blue,50,6462,761,0
Attrited Customer,1,$60K - $80K,Blue,44,1704,660,0
Attrited Customer,3,Less than $40K,Blue,38,7222,920,0
Attrited Customer,3,$60K - $80K,Blue,44,2323,804,0
Existing Customer,4,$60K - $80K,Blue,29,7788,1196,0
Attrited Customer,3,$80K - $120K,Blue,35,20865,837,0
Existing Customer,3,Less than $40K,Blue,42,2240,1905,0
Existing Customer,1,$80K - $120K,Blue,21,5120,1680,0
Existing Customer,2,Less than $40K,Blue,43,3538,1265,0
Existing Customer,2,$60K - $80K,Blue,28,4049,1742,0
Existing Customer,1,$40K - $60K,Blue,48,2070,1793,0
Attrited Customer,3,$60K - $80K,Blue,45,12248,767,0
Attrited Customer,1,Unknown,Blue,50,1438.3,724,0
Attrited Customer,3,Less than $40K,Blue,35,9786,820,0
Attrited Customer,3,$60K - $80K,Blue,35,3312,647,0
Attrited Customer,2,$120K +,Blue,46,7474,732,0
Existing Customer,3,Less than $40K,Blue,36,3555,2346,0
Existing Customer,1,Unknown,Blue,36,9851,1212,0
Attrited Customer,2,$40K - $60K,Blue,45,1438.3,1254,0
Existing Customer,3,$60K - $80K,Blue,37,6224,1463,0
Existing Customer,4,$80K - $120K,Blue,36,18037,1387,0
Existing Customer,3,Unknown,Blue,40,5267,1353,0
Attrited Customer,1,Less than $40K,Blue,47,1759,821,0
Existing Customer,3,$80K - $120K,Blue,34,2506,1687,0
Existing Customer,3,$60K - $80K,Blue,33,7552,1393,0
Existing Customer,2,Less than $40K,Blue,52,1441,2742,0
Existing Customer,2,$60K - $80K,Blue,42,3583,1065,0
Existing Customer,2,Less than $40K,Blue,36,5145,1588,0
Existing Customer,1,$40K - $60K,Blue,52,2155,1655,0
Attrited Customer,3,$80K - $120K,Blue,22,1925,781,0
Existing Customer,2,Less than $40K,Blue,18,1438.3,2789,0
Existing Customer,1,$40K - $60K,Blue,46,1438.3,2118,0
Existing Customer,1,Less than $40K,Blue,53,1438.3,902,0
Attrited Customer,0,Less than $40K,Blue,49,1438.3,840,0
Attrited Customer,2,$40K - $60K,Blue,28,7225,738,0
Existing Customer,1,Less than $40K,Gold,28,15987,2327,0
Existing Customer,2,$60K - $80K,Blue,34,5176,1902,0
Existing Customer,3,$120K +,Blue,47,27088,1135,0
Attrited Customer,2,$80K - $120K,Blue,38,2111,773,0
Existing Customer,1,Less than $40K,Blue,36,3764,1572,0
Existing Customer,2,$40K - $60K,Blue,36,5210,1309,0
Existing Customer,1,$40K - $60K,Blue,56,1438.3,1417,0
Existing Customer,2,Less than $40K,Blue,32,4429,1970,0
Existing Customer,1,$80K - $120K,Blue,36,34516,2305,0
Existing Customer,2,Unknown,Blue,50,11341,1731,0
Existing Customer,2,$80K - $120K,Blue,35,5039,1390,0
Existing Customer,0,$40K - $60K,Blue,36,3930,2067,0
Existing Customer,2,$60K - $80K,Blue,36,4596,2872,0
Existing Customer,3,Less than $40K,Blue,32,3221,1765,0
Existing Customer,2,$60K - $80K,Blue,49,1438.3,1446,0
Existing Customer,1,Unknown,Silver,36,34516,2183,0
Existing Customer,2,$120K +,Blue,29,3158,2973,0
Existing Customer,2,Less than $40K,Blue,41,1438.3,1501,0
Existing Customer,0,Less than $40K,Blue,36,5391,1971,0
Existing Customer,1,$60K - $80K,Blue,15,4327,2344,0
Attrited Customer,4,$80K - $120K,Silver,22,34516,1028,0
Existing Customer,5,Less than $40K,Blue,36,9165,1846,0
Attrited Customer,3,$120K +,Blue,36,12211,903,0
Existing Customer,0,$40K - $60K,Blue,17,4610,2280,0
Existing Customer,2,$60K - $80K,Blue,27,13003,1697,0
Existing Customer,0,$60K - $80K,Blue,31,7667,1501,0
Existing Customer,1,$60K - $80K,Blue,34,4702,1673,0
Existing Customer,3,$60K - $80K,Blue,37,19044,1780,0
Existing Customer,3,$120K +,Blue,24,24577,1897,0
Existing Customer,3,$80K - $120K,Blue,27,7056,1739,0
Existing Customer,3,$120K +,Blue,36,34516,1793,0
Attrited Customer,3,Unknown,Blue,49,13184,2047,0
Existing Customer,2,Less than $40K,Blue,44,3519,1670,0
Existing Customer,1,Less than $40K,Blue,56,4189,1597,0
Existing Customer,3,$40K - $60K,Blue,19,1705,3342,0
Existing Customer,0,$60K - $80K,Blue,25,8673,2457,0
Existing Customer,2,$60K - $80K,Blue,24,7453,1691,0
Existing Customer,1,Less than $40K,Blue,23,4945,2743,0
Attrited Customer,2,$120K +,Blue,21,27992,837,0
Existing Customer,2,$40K - $60K,Blue,45,5930,2041,0
Attrited Customer,3,$80K - $120K,Silver,33,34516,1112,0
Existing Customer,2,$40K - $60K,Blue,28,2394,2805,0
Existing Customer,2,Less than $40K,Blue,39,3451,3031,0
Existing Customer,2,$60K - $80K,Blue,16,18278,2084,0
Existing Customer,1,Less than $40K,Blue,36,1950,2074,0
Existing Customer,0,Less than $40K,Blue,20,1438.3,2731,0
Attrited Customer,0,Less than $40K,Blue,20,1438.3,947,0
Existing Customer,2,Less than $40K,Blue,22,1544,1731,0
Existing Customer,0,Unknown,Blue,27,17531,4563,0
Existing Customer,2,Less than $40K,Blue,28,7049,1475,0
Existing Customer,3,$40K - $60K,Silver,17,16659,2551,0
Existing Customer,3,Less than $40K,Blue,26,3616,3133,0
Existing Customer,2,Less than $40K,Blue,34,2594,1457,0
Attrited Customer,2,$80K - $120K,Blue,39,34516,1041,0
Existing Customer,1,$40K - $60K,Blue,13,1473,2099,0
Existing Customer,2,$60K - $80K,Blue,38,16611,1960,0
Existing Customer,0,Less than $40K,Blue,19,3480,2744,0
Attrited Customer,2,$120K +,Blue,30,13662,725,0
Existing Customer,1,Less than $40K,Blue,23,4500,2439,0
Existing Customer,3,$40K - $60K,Blue,41,2564,2038,0
Existing Customer,1,$80K - $120K,Blue,33,19214,3407,0
Existing Customer,3,Unknown,Blue,38,1947,2119,0
Attrited Customer,0,$40K - $60K,Blue,42,1438.3,1088,0
Existing Customer,2,$40K - $60K,Blue,36,7327,1788,0
Existing Customer,0,Less than $40K,Blue,26,6942,2657,0
Existing Customer,5,Less than $40K,Blue,43,8154,2223,0
Attrited Customer,2,$120K +,Blue,26,8906,809,0
Existing Customer,3,$60K - $80K,Blue,30,16043,2599,0
Existing Customer,3,$40K - $60K,Blue,36,2031,1678,0
Attrited Customer,4,$80K - $120K,Blue,24,12634,717,0
Existing Customer,2,Less than $40K,Blue,27,1438.3,2412,0
Existing Customer,1,$40K - $60K,Blue,24,1438.3,2308,0
Existing Customer,3,$120K +,Blue,31,1438.3,1867,0
Existing Customer,1,$80K - $120K,Blue,26,9959,2021,0
Existing Customer,0,Unknown,Blue,16,3877,2473,0
Attrited Customer,2,$120K +,Blue,25,5616,1564,0
Existing Customer,2,Less than $40K,Blue,36,2803,3347,0
Existing Customer,0,$40K - $60K,Blue,36,3091,2572,0
Existing Customer,0,Less than $40K,Blue,36,5931,2730,0
Existing Customer,1,Unknown,Silver,27,34516,2562,0
Attrited Customer,1,$60K - $80K,Blue,13,12616,1376,0
Existing Customer,3,$80K - $120K,Blue,21,21390,2477,0
Attrited Customer,2,$40K - $60K,Blue,22,4739,886,0
Existing Customer,2,Unknown,Blue,21,5297,2655,0
Existing Customer,4,Less than $40K,Blue,36,6370,1783,0
Existing Customer,3,$80K - $120K,Blue,35,4930,3343,0
Attrited Customer,0,Unknown,Blue,13,6152,968,0
Existing Customer,2,$120K +,Blue,41,23742,3783,0
Existing Customer,4,$80K - $120K,Blue,36,8217,1848,0
Existing Customer,2,$40K - $60K,Blue,36,9515,4642,0
Existing Customer,2,Unknown,Blue,44,16763,3626,0
Existing Customer,0,$40K - $60K,Blue,48,2591,2123,0
Existing Customer,4,Less than $40K,Blue,28,3206,3253,0
Existing Customer,4,Less than $40K,Blue,24,9857,3448,0
Attrited Customer,3,$40K - $60K,Blue,44,3032,1037,0
Existing Customer,3,$80K - $120K,Blue,45,32096,2619,0
Existing Customer,3,$120K +,Blue,28,14869,2753,0
Existing Customer,5,$80K - $120K,Blue,50,13427,1337,0
Existing Customer,3,$80K - $120K,Blue,51,17198,4042,0
Existing Customer,1,Less than $40K,Blue,36,6827,2621,0
Existing Customer,3,$60K - $80K,Blue,44,15027,3533,0
Attrited Customer,4,Less than $40K,Blue,36,2143,1353,0
Existing Customer,2,Less than $40K,Blue,28,1438.3,3044,0
Existing Customer,3,$40K - $60K,Blue,37,2403,3393,0
Existing Customer,3,$40K - $60K,Blue,41,7457,3162,0
Existing Customer,2,$80K - $120K,Blue,36,28830,3533,0
Existing Customer,2,$60K - $80K,Blue,21,20791,2883,0
Existing Customer,0,$60K - $80K,Blue,36,2464,2636,0
Existing Customer,4,$80K - $120K,Blue,25,8208,3135,0
Existing Customer,0,$80K - $120K,Blue,40,7158,2113,0
Existing Customer,0,$40K - $60K,Blue,36,4152,2351,0
Existing Customer,4,$60K - $80K,Blue,36,17557,2142,0
Attrited Customer,2,$120K +,Blue,34,11188,2109,0
Existing Customer,3,$80K - $120K,Blue,31,12165,4066,0
Existing Customer,5,$80K - $120K,Blue,36,2292,2584,0
Existing Customer,2,Less than $40K,Blue,43,3424,4929,0
Existing Customer,3,$80K - $120K,Blue,24,14821,2876,0
Existing Customer,4,Less than $40K,Blue,32,6637,1801,0
Existing Customer,3,$60K - $80K,Blue,36,15008,3943,0
Existing Customer,1,$80K - $120K,Blue,26,1438.3,2557,0
Existing Customer,4,Unknown,Blue,36,21416,4221,0
Existing Customer,4,$40K - $60K,Blue,36,4112,2949,0
Existing Customer,4,$120K +,Blue,34,34516,4143,0
Existing Customer,0,$40K - $60K,Blue,48,1438.3,1406,0
Existing Customer,3,$80K - $120K,Blue,35,21374,4100,0
Existing Customer,2,$60K - $80K,Blue,25,1438.3,2882,0
Existing Customer,2,Less than $40K,Blue,37,5758,4422,0
Existing Customer,2,$80K - $120K,Blue,33,3558,4136,0
Attrited Customer,1,Less than $40K,Blue,37,7176,1375,0
Attrited Customer,4,$60K - $80K,Blue,36,8017,1657,0
Existing Customer,1,$60K - $80K,Blue,36,2999,3018,0
Existing Customer,3,$120K +,Blue,38,20912,4172,0
Existing Customer,4,$40K - $60K,Blue,36,11346,3784,0
Existing Customer,3,$60K - $80K,Blue,30,19711,3602,0
Existing Customer,3,$60K - $80K,Blue,39,7532,3550,0
Existing Customer,3,$80K - $120K,Blue,38,23973,3560,0
Existing Customer,3,$120K +,Blue,33,17087,3519,0
Attrited Customer,0,$40K - $60K,Silver,42,17161,1898,0
Existing Customer,2,$60K - $80K,Blue,34,2267,4544,0
Existing Customer,1,Unknown,Blue,36,17054,4659,0
Attrited Customer,3,$60K - $80K,Blue,18,16317,1995,0
Existing Customer,3,$40K - $60K,Blue,35,2173,4251,0
Existing Customer,1,Less than $40K,Blue,49,4072,1966,0
Existing Customer,3,Less than $40K,Blue,36,1438.3,4548,0
Existing Customer,3,$80K - $120K,Blue,28,1438.3,3204,0
Existing Customer,2,$80K - $120K,Blue,22,15410,3368,0
Attrited Customer,4,$60K - $80K,Blue,43,13720,1830,0
Existing Customer,1,Less than $40K,Blue,38,4668,4163,0
Existing Customer,2,$40K - $60K,Blue,31,11558,2220,0
Existing Customer,2,$80K - $120K,Blue,32,29923,2528,0
Attrited Customer,3,Less than $40K,Blue,36,1438.3,1598,0
Existing Customer,3,Less than $40K,Blue,35,1438.3,3966,0
Existing Customer,2,$120K +,Blue,36,12856,3364,0
Existing Customer,4,Less than $40K,Blue,36,7587,3157,0
Existing Customer,3,$40K - $60K,Blue,34,11191,3914,0
Existing Customer,3,$60K - $80K,Blue,40,17576,3494,0
Existing Customer,5,Unknown,Blue,33,13349,3534,0
Attrited Customer,3,Unknown,Blue,35,11538,1926,0
Existing Customer,1,$60K - $80K,Blue,36,2466,4059,0
Existing Customer,4,Less than $40K,Blue,36,1438.3,3880,0
Existing Customer,1,$60K - $80K,Silver,42,28701,3516,0
Attrited Customer,3,$80K - $120K,Blue,40,3728,1632,0
Attrited Customer,1,$40K - $60K,Blue,36,1438.3,2584,0
Existing Customer,2,Less than $40K,Blue,27,1438.3,2598,0
Existing Customer,3,$80K - $120K,Blue,36,9549,4629,0
Attrited Customer,5,Less than $40K,Blue,36,3664,1479,0
Existing Customer,3,Less than $40K,Blue,36,6245,2521,0
Existing Customer,5,$80K - $120K,Silver,36,34516,2681,0
Existing Customer,2,Less than $40K,Blue,37,4188,3492,0
Attrited Customer,3,$40K - $60K,Blue,31,5496,1913,0
Existing Customer,3,$80K - $120K,Blue,26,33408,3754,0
Existing Customer,3,$120K +,Blue,36,34516,3572,0
Existing Customer,3,Less than $40K,Blue,33,6848,4006,0
Attrited Customer,5,$80K - $120K,Blue,37,9410,2178,0
Existing Customer,2,$60K - $80K,Silver,37,27781,3184,0
Existing Customer,4,$60K - $80K,Blue,25,10534,3456,0
Existing Customer,1,Less than $40K,Blue,54,2721,2088,0
Existing Customer,3,$80K - $120K,Blue,43,10458,3481,0
Existing Customer,5,$60K - $80K,Blue,39,11464,3660,0
Existing Customer,4,Less than $40K,Blue,34,2424,3890,0
Attrited Customer,3,$120K +,Blue,47,19032,1726,0
Existing Customer,3,$60K - $80K,Blue,33,16037,3048,0
Existing Customer,1,$120K +,Blue,36,20968,2823,0
Existing Customer,2,Less than $40K,Blue,37,6091,3340,0
Existing Customer,4,Less than $40K,Blue,28,4012,2962,0
Attrited Customer,3,Less than $40K,Blue,31,5941,2196,0
Existing Customer,2,Unknown,Blue,31,3604,4051,0
Existing Customer,3,Less than $40K,Blue,37,8017,3042,0
Existing Customer,2,$120K +,Blue,36,24016,3693,0
Attrited Customer,2,$40K - $60K,Blue,49,1809,2123,0
Attrited Customer,4,$80K - $120K,Blue,36,22917,2045,0
Attrited Customer,5,Less than $40K,Blue,34,5155,2753,0
Existing Customer,0,$80K - $120K,Blue,36,4675,3487,0
Existing Customer,3,Unknown,Blue,36,1438.3,4869,0
Existing Customer,2,$80K - $120K,Blue,42,1645,3838,0
Attrited Customer,2,Less than $40K,Blue,32,3775,2031,0
Existing Customer,2,Less than $40K,Blue,38,2468,3371,0
Attrited Customer,3,Less than $40K,Blue,49,8516,2189,0
Existing Customer,3,Less than $40K,Blue,39,7323,4666,0
Attrited Customer,4,$120K +,Blue,36,33384,2066,0
Existing Customer,0,Less than $40K,Blue,56,2717,3150,0
Attrited Customer,4,Less than $40K,Blue,36,1438.3,1739,0
Existing Customer,3,$60K - $80K,Blue,34,12420,4422,0
Attrited Customer,1,Less than $40K,Blue,36,1896,2186,0
Existing Customer,4,$60K - $80K,Blue,42,11634,4447,0
Existing Customer,2,Less than $40K,Blue,21,6899,3848,0
Attrited Customer,3,Unknown,Blue,31,4946,2239,0
Existing Customer,2,Less than $40K,Blue,26,1438.3,3749,0
Attrited Customer,1,$80K - $120K,Blue,48,6846,1735,0
Existing Customer,3,$60K - $80K,Blue,36,11117,3099,0
Existing Customer,0,$40K - $60K,Blue,36,5420,3477,0
Existing Customer,0,$40K - $60K,Blue,56,1564,4018,0
Attrited Customer,3,Unknown,Blue,32,26229,2077,0
Attrited Customer,3,$80K - $120K,Blue,36,29149,2106,0
Existing Customer,0,$60K - $80K,Blue,40,1438.3,4869,0
Existing Customer,2,$60K - $80K,Blue,32,10824,3700,0
Attrited Customer,1,$40K - $60K,Blue,38,1803,1979,0
Existing Customer,3,Less than $40K,Blue,31,6292,3687,0
Existing Customer,3,Unknown,Silver,36,31631,3418,0
Existing Customer,3,Less than $40K,Blue,36,1936,4072,0
Existing Customer,2,$80K - $120K,Blue,36,7840,4062,0
Existing Customer,2,Less than $40K,Blue,17,1971,4979,0
Attrited Customer,2,$80K - $120K,Blue,29,17667,1775,0
Attrited Customer,4,Less than $40K,Silver,36,13626,1711,0
Existing Customer,3,$40K - $60K,Blue,35,2592,4177,0
Existing Customer,1,Less than $40K,Blue,39,1555,3811,0
Existing Customer,3,$60K - $80K,Blue,35,7255,3148,0
Existing Customer,2,Less than $40K,Blue,36,6394,3470,0
Existing Customer,4,$80K - $120K,Blue,33,32535,4374,0
Attrited Customer,4,$120K +,Blue,31,26107,1697,0
Attrited Customer,1,Less than $40K,Blue,36,4287,1635,0
Existing Customer,0,Unknown,Blue,26,1469,4331,0
Existing Customer,4,$60K - $80K,Blue,42,5693,4003,0
Attrited Customer,2,$40K - $60K,Blue,40,7191,1654,0
Attrited Customer,2,Less than $40K,Blue,36,1610,2729,0
Existing Customer,4,Unknown,Blue,41,18178,3445,0
Existing Customer,2,Less than $40K,Blue,28,1438.3,4089,0
Existing Customer,1,$80K - $120K,Blue,36,34516,2512,0
Existing Customer,0,Unknown,Blue,36,2488,4226,0
Attrited Customer,1,$40K - $60K,Silver,49,15809,3109,0
Existing Customer,2,$80K - $120K,Blue,37,6593,3520,0
Attrited Customer,3,$40K - $60K,Blue,40,1625,2314,0
Attrited Customer,3,Less than $40K,Blue,18,8668,1402,0
Attrited Customer,3,Less than $40K,Blue,29,7066,1695,0
Attrited Customer,3,$120K +,Blue,46,13354,1097,0
Attrited Customer,4,Less than $40K,Blue,36,2263,2385,0
Attrited Customer,4,$80K - $120K,Blue,28,8757,2108,0
Existing Customer,1,$80K - $120K,Blue,55,11524,3598,0
Attrited Customer,3,$60K - $80K,Blue,30,5298,2431,0
Existing Customer,1,Unknown,Blue,46,1438.3,4022,0
Existing Customer,3,$60K - $80K,Blue,33,9246,4611,0
Attrited Customer,3,$40K - $60K,Silver,45,18128,2503,0
Existing Customer,1,Less than $40K,Blue,42,6946,4058,0
Attrited Customer,3,$40K - $60K,Blue,47,1714,2279,0
Attrited Customer,4,Less than $40K,Blue,31,2184,1973,0
Attrited Customer,2,$80K - $120K,Blue,44,3495,2131,0
Attrited Customer,3,$80K - $120K,Blue,22,20543,1874,0
Existing Customer,0,Unknown,Blue,50,18819,4273,0
Existing Customer,1,$120K +,Blue,36,34516,3918,0
Attrited Customer,3,$60K - $80K,Blue,41,18075,1477,0
Existing Customer,2,$60K - $80K,Blue,25,2978,3879,0
Existing Customer,3,Less than $40K,Blue,36,1438.3,4553,0
Existing Customer,3,$120K +,Blue,36,25937,3785,0
Existing Customer,4,Unknown,Blue,36,8482,4076,0
