Age,Gender,Race,Educational_Level,Marital_Status,Industry,Occupation,Years_in_Current_Job,Employment_Type,Monthly_Income_SGD,Job_Satisfaction_Level,Skills_Training,Promotion_in_Last_5_Years,Looking_for_Job_Change,Work_Hours_per_Week,Commute_Time_One_Way_Hours,Previous_Employment_Status,Residency_Status,Languages_Spoken,Work_Location_Preference,Recent_Training_or_Courses,Expected_Salary_Increase_%,Job_Security_Concerns,Interview_Date
35,Male,Chinese,High School,Single,Education,Teacher,20,Part-time,5716.8,Satisfied,No,Yes,No,56.3,0.62,Employed,Citizen,Others,On-site,No,18.5,Yes,2022-05-05
58,Male,Malay,Bachelor,Divorced,Finance,Doctor,9,Contract,8872.26,Unsatisfied,Yes,No,Yes,57.1,0.52,Student,Citizen,Others,Hybrid,No,14.7,Yes,2022-12-11
25,Male,Indian,Diploma,Widowed,Hospitality,Laborer,29,Self-employed,10475.99,Satisfied,No,No,No,49.8,1.63,Unemployed,Foreigner,Mandarin,On-site,Yes,19.6,Yes,2023-07-08
30,Female,Others,Bachelor,Married,Healthcare,Engineer,5,Part-time,3473.14,Neutral,Yes,No,No,37.7,0.65,Student,Permanent Resident,Mandarin,Hybrid,No,19.3,No,2023-05-20
27,Female,Chinese,PhD,Single,Education,Clerk,24,Part-time,8630.78,Satisfied,Yes,No,No,49.4,1.67,Unemployed,Citizen,Tamil,Remote,No,8.6,Yes,2022-08-07
22,Male,Others,PhD,Divorced,Healthcare,Engineer,24,Contract,9770.84,Very Satisfied,Yes,No,Yes,52.7,0.71,Retired,Foreigner,Others,On-site,Yes,11.3,Yes,2022-11-10
24,Male,Malay,High School,Married,Finance,Teacher,13,Part-time,10955.44,Very Unsatisfied,No,Yes,No,46.6,1.57,Unemployed,Permanent Resident,Tamil,Hybrid,Yes,7.6,No,2023-03-23
37,Female,Malay,PhD,Married,Education,Teacher,9,Part-time,8580.09,Satisfied,No,No,Yes,57.8,1.87,Employed,Citizen,English,Remote,No,8.9,Yes,2022-05-24
29,Female,Malay,Bachelor,Widowed,Construction,Doctor,27,Part-time,5303.11,Very Unsatisfied,No,Yes,No,55.8,1.66,Unemployed,Permanent Resident,English,Hybrid,Yes,12.3,No,2021-08-04
56,Female,Indian,PhD,Widowed,Construction,Manager,2,Self-employed,2431.32,Very Satisfied,No,Yes,Yes,40.7,1.2,Unemployed,Foreigner,English,Remote,Yes,7.5,Yes,2023-04-24
57,Female,Others,Diploma,Widowed,Healthcare,Technician,27,Contract,11458.82,Satisfied,Yes,Yes,Yes,44.1,1.94,Retired,Foreigner,Mandarin,Remote,Yes,14.7,Yes,2022-09-01
63,Male,Chinese,Diploma,Divorced,Information Technology,Laborer,21,Part-time,6152.23,Unsatisfied,No,No,Yes,40.2,1.89,Retired,Citizen,Others,Hybrid,No,9,No,2022-08-15
40,Male,Chinese,Bachelor,Widowed,Healthcare,Doctor,17,Full-time,9839.37,Very Unsatisfied,Yes,Yes,No,49.8,0.63,Retired,Citizen,Others,On-site,No,10.3,No,2022-10-18
64,Male,Malay,PhD,Married,Information Technology,Manager,4,Part-time,8257.58,Very Unsatisfied,Yes,Yes,Yes,43.8,1.2,Employed,Permanent Resident,Malay,On-site,Yes,7,No,2023-04-13
58,Female,Indian,PhD,Divorced,Education,Laborer,25,Part-time,7053.1,Very Satisfied,Yes,No,Yes,47.7,1.69,Unemployed,Foreigner,English,Remote,No,8.9,Yes,2021-10-02
38,Male,Malay,High School,Widowed,Information Technology,Engineer,19,Full-time,8073.32,Unsatisfied,Yes,No,Yes,56.8,0.87,Unemployed,Foreigner,Mandarin,On-site,Yes,12.2,Yes,2022-10-05
31,Male,Malay,High School,Married,Education,Laborer,25,Part-time,5516.72,Satisfied,Yes,No,Yes,58.8,0.66,Unemployed,Citizen,Tamil,On-site,Yes,12.7,No,2021-04-11
22,Female,Chinese,High School,Single,Healthcare,Clerk,27,Self-employed,2604.69,Very Unsatisfied,Yes,Yes,No,48,1.79,Student,Citizen,Mandarin,Hybrid,Yes,11.5,Yes,2022-05-15
54,Male,Others,Bachelor,Divorced,Information Technology,Doctor,17,Self-employed,13977.75,Satisfied,No,No,No,37.5,0.79,Unemployed,Permanent Resident,Tamil,On-site,No,11.3,No,2021-01-03
38,Female,Malay,Bachelor,Widowed,Construction,Laborer,18,Self-employed,7109.07,Satisfied,No,No,Yes,48,1.29,Retired,Citizen,Tamil,Hybrid,No,7.4,Yes,2021-04-09
61,Male,Malay,Diploma,Married,Construction,Clerk,6,Contract,13647.97,Satisfied,Yes,No,Yes,47.6,0.73,Employed,Citizen,English,On-site,Yes,15.8,Yes,2021-01-07
62,Female,Indian,Diploma,Divorced,Finance,Clerk,8,Full-time,2738.56,Satisfied,Yes,No,No,45.4,0.84,Student,Foreigner,Malay,On-site,Yes,8,Yes,2023-11-20
42,Male,Others,PhD,Married,Hospitality,Manager,6,Self-employed,2030.06,Neutral,No,No,No,50.5,1.69,Unemployed,Permanent Resident,Malay,Hybrid,Yes,17.6,No,2022-04-09
27,Female,Chinese,PhD,Divorced,Construction,Teacher,8,Contract,2584.45,Very Unsatisfied,Yes,Yes,Yes,50.7,1.75,Retired,Citizen,English,Hybrid,No,14.1,Yes,2021-10-23
44,Female,Chinese,Bachelor,Widowed,Healthcare,Laborer,19,Self-employed,10290.56,Satisfied,No,No,Yes,47.7,0.8,Student,Foreigner,Tamil,On-site,Yes,7.5,Yes,2022-05-24
58,Female,Malay,High School,Married,Information Technology,Teacher,3,Part-time,14005.33,Very Unsatisfied,Yes,No,Yes,58.5,1.21,Retired,Foreigner,Tamil,Hybrid,Yes,8,Yes,2023-01-15
51,Female,Malay,Diploma,Single,Hospitality,Doctor,6,Full-time,13566.57,Very Satisfied,Yes,No,Yes,44.9,0.64,Unemployed,Foreigner,English,On-site,Yes,13.7,Yes,2021-09-08
46,Male,Indian,PhD,Widowed,Information Technology,Teacher,23,Self-employed,8984.15,Very Satisfied,Yes,Yes,No,51.5,0.84,Employed,Permanent Resident,Tamil,Remote,No,11.5,Yes,2023-02-08
50,Female,Malay,Master,Widowed,Finance,Manager,20,Full-time,4814.63,Neutral,No,Yes,No,40.1,1.21,Unemployed,Permanent Resident,Others,Remote,Yes,9,No,2023-08-17
48,Female,Indian,PhD,Single,Finance,Doctor,1,Full-time,10918.39,Neutral,No,No,Yes,45.9,1.97,Unemployed,Citizen,Others,On-site,No,9.7,No,2023-04-18
