Year,Month,Region,Category,Product,Units Sold,Unit Price,Cost of Goods Sold,Marketing Spend,Customer Ratings
2018,4,Malaysia,Personal Care,Electric Toothbrush,593.0,272.38,1425.83,25173.92,1.9
2018,3,Indonesia,Home Appliances,Washing Machine,463.0,1610.01,870.29,16807.06,4.3
2021,7,Malaysia,Entertainment,DVD Player,825.0,497.1,344.25,18270.66,3.1
2018,6,Singapore,Personal Care,Massager,515.0,233.6,1045.09,28556.33,2.3
2018,11,Thailand,Entertainment,Gaming Console,1313.0,1181.35,650.33,10447.19,3.5
2019,3,Malaysia,Home Appliances,Air Conditioner,981.0,1850.78,90.23,9955.21,4.4
2021,3,Singapore,Electronics,Smartwatch,356.0,607.8,1440.39,48609.66,1.9
2022,10,Thailand,Personal Care,Massager,411.0,758.17,195.02,17700.29,3.4
2021,11,Philippines,Electronics,E-reader,1148.0,1170.73,404.54,10025.94,1.9
2020,4,Thailand,Computers,Laptop,1116.0,104.86,589.15,49250.06,2.2
2020,12,Thailand,Home Appliances,Dryer,1418.0,1118.67,1005.69,27626.3,4.6
2021,4,Thailand,Computers,Desktop,312.0,1342.22,727.1,2088.46,2.3
2018,10,Thailand,Personal Care,Massager,,,836.35,36176.48,
2019,7,Philippines,Entertainment,Television,1402.0,464.64,839.93,24801.92,4.4
2020,1,Malaysia,Entertainment,VR Headset,1470.0,1763.57,1308.77,44932.64,2.0
2022,6,Thailand,Computers,External Hard Drive,1269.0,1948.82,135.17,49902.39,2.9
2019,2,Indonesia,Computers,Laptop,1114.0,765.53,1033.3,46220.09,1.4
2022,11,Indonesia,Personal Care,Shaver,1167.0,1303.52,1190.87,2551.26,4.7
2018,5,Thailand,Entertainment,VR Headset,347.0,1358.26,1411.3,20941.5,4.1
2022,12,Thailand,Computers,Desktop,241.0,1386.01,578.32,6789.08,1.2
2022,9,Malaysia,Entertainment,Streaming Device,611.0,387.07,347.1,12957.92,1.3
2020,2,Philippines,Home Appliances,Refrigerator,1093.0,583.67,1101.73,42294.31,2.1
2018,9,Singapore,Entertainment,Streaming Device,985.0,1353.69,750.24,34796.58,4.5
2022,7,Indonesia,Home Appliances,Dryer,538.0,509.74,162.9,5756.05,4.1
2019,7,Philippines,Personal Care,Massager,340.0,1108.28,674.87,47005.88,4.8
2021,11,Malaysia,Personal Care,Electric Toothbrush,233.0,523.06,596.35,16184.4,3.1
2021,12,Malaysia,Home Appliances,Washing Machine,1303.0,1303.98,1265.68,1205.13,1.9
2020,8,Malaysia,Electronics,Tablet,296.0,56.32,616.83,37221.65,2.5
2022,1,Malaysia,Personal Care,Massager,133.0,1181.58,303.56,22247.97,2.3
2019,8,Philippines,Electronics,Smartwatch,148.0,426.64,164.61,7300.75,1.2
2019,8,Malaysia,Electronics,E-reader,1385.0,1284.99,942.66,46481.94,4.6
2022,5,Singapore,Personal Care,Electric Toothbrush,,,1178.1,40459.88,
2022,1,Singapore,Personal Care,Facial Cleanser,1021.0,974.55,248.58,7431.68,3.8
2018,10,Singapore,Computers,Laptop,977.0,122.78,189.99,32433.21,2.3
2021,10,Malaysia,Personal Care,Hair Dryer,819.0,1904.1,534.56,40061.35,1.4
2022,6,Malaysia,Electronics,Camera,518.0,1463.56,1486.88,37485.14,4.7
2022,2,Singapore,Computers,External Hard Drive,581.0,1140.63,1082.16,40349.96,2.3
2019,3,Singapore,Electronics,Tablet,1058.0,98.55,390.86,13504.77,4.5
2020,7,Philippines,Computers,Keyboard,1409.0,1536.29,1317.09,23572.13,2.3
2021,7,Indonesia,Computers,Keyboard,798.0,611.69,112.01,12873.23,3.6
2021,12,Singapore,Personal Care,Hair Dryer,1065.0,64.63,674.84,43434.13,1.5
2021,3,Thailand,Electronics,Smartwatch,641.0,1788.94,165.04,18163.33,4.8
2018,6,Singapore,Entertainment,Television,,,493.06,28282.99,
2021,11,Malaysia,Personal Care,Facial Cleanser,1199.0,1497.77,1021.9,49579.52,1.3
2019,10,Malaysia,Computers,External Hard Drive,1475.0,1128.75,176.83,32926.45,3.0
2022,9,Thailand,Home Appliances,Washing Machine,1174.0,411.7,985.79,12678.25,2.6
2019,3,Thailand,Computers,Laptop,931.0,504.02,183.61,45909.02,3.5
2018,2,Thailand,Personal Care,Shaver,974.0,874.69,1320.41,2752.06,2.2
2018,12,Philippines,Electronics,E-reader,1453.0,915.91,146.04,42581.41,2.2
2019,4,Indonesia,Electronics,Smartwatch,229.0,590.16,1130.15,39398.97,2.3
2020,11,Philippines,Entertainment,Streaming Device,,,725.19,29347.01,
2020,7,Malaysia,Computers,External Hard Drive,671.0,310.89,147.78,7525.92,1.9
2018,1,Malaysia,Electronics,E-reader,672.0,934.23,1199.29,27252.52,2.5
2020,4,Indonesia,Personal Care,Hair Dryer,783.0,825.63,136.14,25263.85,1.9
2019,5,Malaysia,Entertainment,Gaming Console,1007.0,1159.36,263.08,11469.46,4.4
2018,9,Indonesia,Home Appliances,Microwave,1420.0,1826.32,527.02,7680.1,2.8
2021,2,Malaysia,Personal Care,Massager,489.0,284.35,662.46,34849.56,2.6
2020,3,Singapore,Computers,Laptop,756.0,473.66,1101.34,11200.81,4.9
2020,9,Malaysia,Entertainment,Gaming Console,1088.0,753.96,355.28,21616.78,1.1
2019,9,Malaysia,Entertainment,Gaming Console,919.0,1346.23,1070.3,17459.77,3.3
2019,9,Malaysia,Computers,Printer,1450.0,340.01,1099.44,33159.12,4.6
2019,4,Indonesia,Personal Care,Facial Cleanser,1142.0,100.48,1391.14,11472.61,3.1
2020,10,Malaysia,Personal Care,Electric Toothbrush,,,391.54,14499.84,
2020,7,Singapore,Personal Care,Hair Dryer,1028.0,851.57,636.99,1804.43,3.7
2018,3,Philippines,Home Appliances,Refrigerator,115.0,669.6,222.66,7362.4,3.3
2020,10,Malaysia,Home Appliances,Blender,1341.0,1112.08,819.38,49893.41,1.0
2018,10,Thailand,Personal Care,Hair Straightener,90.0,1862.59,1056.25,20368.88,1.6
2019,4,Indonesia,Personal Care,Hair Straightener,182.0,19999.4,714.44,35680.72,1.2
2021,3,Malaysia,Personal Care,Facial Cleanser,630.0,589.89,1278.26,2298.23,3.8
2020,10,Malaysia,Home Appliances,Refrigerator,987.0,1624.53,81.21,28540.62,2.7
2019,9,Philippines,Computers,Printer,54.0,292.97,326.62,39219.61,1.6
2021,8,Indonesia,Electronics,Camera,118.0,1971.51,596.08,18528.25,4.7
2019,7,Indonesia,Entertainment,Sound System,313.0,1460.91,1284.48,16611.61,4.5
2021,5,Indonesia,Computers,External Hard Drive,288.0,646.77,526.49,32319.03,4.7
2020,3,Philippines,Entertainment,Television,1490.0,371.98,1270.03,41394.53,1.5
2019,1,Singapore,Entertainment,Television,1272.0,1155.83,1018.6,25994.5,2.2
2020,5,Thailand,Entertainment,VR Headset,1046.0,936.57,922.29,25952.55,3.3
2018,12,Indonesia,Entertainment,VR Headset,1249.0,1285.75,525.76,26414.45,3.8
2019,11,Malaysia,Electronics,Portable Speaker,425.0,795.35,822.28,45132.98,2.0
2021,11,Singapore,Electronics,Camera,979.0,1313.93,486.1,36531.17,1.8
2019,5,Malaysia,Entertainment,DVD Player,476.0,135.24,844.27,23654.6,4.0
2022,7,Indonesia,Computers,Laptop,967.0,71.35,640.79,15194.55,4.8
2022,12,Singapore,Home Appliances,Air Conditioner,646.0,657.32,45.9,16866.19,3.2
2018,6,Singapore,Entertainment,Television,514.0,1738.14,417.31,20417.81,4.3
2019,4,Singapore,Personal Care,Hair Dryer,1076.0,908.74,452.9,30450.77,3.6
2019,3,Indonesia,Personal Care,Massager,816.0,1128.7,902.15,20015.18,3.7
2021,2,Indonesia,Computers,Monitor,1239.0,1264.32,928.51,29796.69,2.9
2021,11,Indonesia,Computers,Laptop,14990.0,405.12,1177.49,25374.43,3.5
2021,7,Singapore,Computers,Monitor,607.0,451.68,1042.94,35559.02,1.5
2019,5,Indonesia,Computers,Printer,855.0,1753.83,1214.74,5530.56,1.0
2019,2,Malaysia,Personal Care,Hair Dryer,391.0,1639.46,1356.92,43987.48,4.9
2022,2,Indonesia,Home Appliances,Air Conditioner,1493.0,496.17,1155.25,28868.13,3.5
2020,1,Singapore,Electronics,Tablet,203.0,1044.27,971.07,27404.77,2.3
2021,3,Singapore,Computers,Printer,1139.0,371.05,913.96,12177.33,2.5
2020,5,Malaysia,Home Appliances,Microwave,435.0,856.97,164.78,40340.5,1.2
2020,4,Malaysia,Computers,Desktop,815.0,1796.12,589.09,48353.84,2.9
2018,7,Indonesia,Entertainment,Sound System,552.0,1695.45,1223.65,42034.42,1.4
2019,4,Philippines,Personal Care,Hair Straightener,1435.0,1694.05,452.0,2623.27,2.7
2019,4,Indonesia,Home Appliances,Washing Machine,1235.0,1832.9,880.11,33927.55,1.8
2022,8,Thailand,Personal Care,Shaver,616.0,1116.7,923.82,48616.63,4.3
2019,5,Philippines,Entertainment,DVD Player,449.0,1486.98,678.48,26230.54,1.5
2018,12,Philippines,Home Appliances,Dryer,1081.0,970.89,1297.8,12135.55,1.1
2019,6,Philippines,Entertainment,Sound System,1477.0,892.63,195.83,14978.79,4.1
2021,8,Thailand,Home Appliances,Dryer,,,1486.22,18564.73,
2021,11,Singapore,Electronics,Smartwatch,453.0,1464.95,81.67,4221.44,2.8
2022,6,Malaysia,Personal Care,Electric Toothbrush,479.0,1009.64,1464.48,25428.48,4.2
2021,3,Philippines,Personal Care,Hair Dryer,1111.0,468.6,1084.29,6129.86,3.7
2018,8,Malaysia,Personal Care,Electric Toothbrush,947.0,463.18,746.84,30387.34,3.6
2019,3,Philippines,Electronics,Smartphone,902.0,1046.88,473.39,19460.5,4.6
2020,10,Thailand,Home Appliances,Washing Machine,447.0,541.66,386.31,27004.94,4.6
2019,7,Malaysia,Computers,Laptop,239.0,1692.56,1377.79,33841.67,4.6
2018,1,Philippines,Personal Care,Electric Toothbrush,897.0,1482.08,273.53,35258.29,1.4
2019,9,Thailand,Entertainment,Television,629.0,850.03,670.38,8523.4,2.7
2019,5,Malaysia,Personal Care,Shaver,1107.0,1701.6,570.17,38537.01,1.3
2021,1,Singapore,Electronics,Smartphone,877.0,1668.61,515.28,41826.86,2.1
2018,10,Singapore,Home Appliances,Microwave,639.0,1527.53,103.7,32521.07,2.9
2021,4,Malaysia,Entertainment,Sound System,1198.0,1385.19,584.86,18828.89,2.5
2022,3,Indonesia,Home Appliances,Dryer,1311.0,150.63,900.27,8164.37,4.6
2022,5,Philippines,Home Appliances,Blender,758.0,1691.3,817.37,23573.31,5.0
2018,8,Singapore,Computers,Monitor,1222.0,1983.3,1020.22,44067.87,2.9
2018,8,Malaysia,Home Appliances,Dryer,1068.0,710.8,1009.49,10516.22,2.7
2022,7,Indonesia,Home Appliances,Washing Machine,989.0,679.08,76.34,27031.45,2.3
2020,3,Singapore,Entertainment,Gaming Console,179.0,1577.31,591.73,42458.29,4.1
2022,10,Malaysia,Electronics,E-reader,799.0,294.03,954.34,49767.15,4.7
2019,9,Malaysia,Computers,Printer,717.0,1548.83,678.09,3206.77,3.0
2022,3,Indonesia,Home Appliances,Blender,419.0,72.8,584.9,30976.46,3.7
2022,9,Philippines,Electronics,Portable Speaker,101.0,1767.21,217.69,17443.77,1.5
2021,4,Philippines,Computers,Laptop,58.0,1035.5,28.06,35485.6,2.3
2018,12,Philippines,Entertainment,Gaming Console,112.0,1425.58,905.56,22628.95,1.1
2021,4,Indonesia,Personal Care,Massager,729.0,1680.28,1232.49,9549.22,4.5
2021,1,Indonesia,Electronics,Smartwatch,14990.0,1967.05,364.07,8400.45,2.6
2021,2,Indonesia,Electronics,Smartwatch,896.0,425.88,1112.42,25866.52,3.5
2019,10,Philippines,Electronics,Smartphone,,,1419.52,39211.93,
2018,9,Malaysia,Electronics,E-reader,1468.0,1532.85,1314.88,35886.55,2.4
2022,11,Indonesia,Home Appliances,Refrigerator,258.0,945.04,1355.38,39081.1,3.7
2019,4,Singapore,Electronics,Portable Speaker,717.0,1009.24,1241.92,46329.64,2.4
2021,5,Singapore,Electronics,Smartphone,255.0,1923.51,988.93,10640.27,3.1
2019,12,Malaysia,Personal Care,Massager,1355.0,1148.79,1026.83,40871.67,4.7
2019,10,Indonesia,Electronics,Portable Speaker,160.0,1074.27,987.91,47816.77,1.6
2021,9,Indonesia,Home Appliances,Refrigerator,527.0,1087.02,1261.98,24703.81,1.8
2021,1,Thailand,Electronics,Smartphone,126.0,1887.46,128.11,3988.6,3.3
2019,11,Thailand,Home Appliances,Refrigerator,1254.0,730.33,1259.38,28653.63,4.9
2019,9,Indonesia,Electronics,E-reader,828.0,1746.58,379.33,20283.14,1.1
2018,6,Malaysia,Personal Care,Hair Straightener,696.0,1036.31,355.9,49859.16,2.9
2018,1,Malaysia,Electronics,Portable Speaker,405.0,1603.84,1411.7,47874.8,4.5
2021,8,Thailand,Personal Care,Electric Toothbrush,254.0,1135.29,107.75,16388.88,3.3
2021,11,Thailand,Computers,Desktop,1295.0,103.9,1227.84,37713.23,3.2
2019,12,Philippines,Personal Care,Massager,939.0,1966.67,711.72,17061.13,2.1
2020,5,Malaysia,Computers,Laptop,688.0,1816.98,790.71,29352.35,2.5
2018,3,Singapore,Computers,Monitor,1159.0,1728.37,78.52,26204.04,3.0
2020,6,Philippines,Personal Care,Hair Straightener,,,158.15,45083.13,
2019,6,Philippines,Computers,Laptop,588.0,1194.4,924.01,42883.3,3.5
2022,1,Malaysia,Entertainment,Television,897.0,619.3,34.62,11039.0,3.5
2022,2,Malaysia,Home Appliances,Dryer,1117.0,1477.89,833.25,38996.91,3.0
2022,9,Singapore,Personal Care,Hair Dryer,916.0,1541.05,491.13,21109.0,2.8
2022,10,Thailand,Entertainment,Sound System,686.0,1047.61,877.8,6370.16,2.8
2019,3,Singapore,Computers,Printer,1468.0,1652.29,274.05,4381.69,2.9
2018,9,Thailand,Electronics,Smartphone,1470.0,982.75,297.15,13074.69,3.6
2018,4,Thailand,Home Appliances,Dryer,127.0,1074.39,1175.53,5026.5,2.7
2020,1,Philippines,Entertainment,Television,1417.0,1168.96,778.99,31378.63,4.5
2021,1,Thailand,Electronics,Smartphone,73.0,820.22,795.06,33702.71,3.0
2022,7,Indonesia,Personal Care,Hair Straightener,14990.0,998.06,891.93,5702.23,1.8
2018,10,Singapore,Personal Care,Shaver,690.0,1945.49,600.99,13817.82,3.5
2019,11,Thailand,Personal Care,Hair Straightener,1164.0,283.5,713.39,44495.17,1.3
2021,11,Philippines,Electronics,Smartwatch,761.0,936.59,1382.57,27307.89,1.5
2020,12,Singapore,Entertainment,DVD Player,350.0,1686.21,325.39,5464.62,2.7
2020,10,Malaysia,Entertainment,Television,776.0,416.47,103.44,45342.49,2.2
2018,7,Thailand,Personal Care,Electric Toothbrush,825.0,651.83,1410.73,3460.34,2.5
2019,3,Philippines,Computers,External Hard Drive,1046.0,692.9,59.52,14543.0,4.0
2019,2,Singapore,Home Appliances,Blender,608.0,407.68,750.69,37245.99,4.1
2018,2,Singapore,Personal Care,Facial Cleanser,221.0,578.92,148.54,7094.96,4.6
2018,7,Thailand,Computers,External Hard Drive,,,963.15,30835.45,
2018,3,Thailand,Entertainment,Streaming Device,712.0,301.38,1094.67,47316.66,4.3
2018,6,Thailand,Personal Care,Massager,,,696.35,16549.86,
2019,11,Philippines,Personal Care,Electric Toothbrush,862.0,1838.29,100.84,24979.29,2.3
2019,3,Philippines,Entertainment,VR Headset,1434.0,111.65,472.93,44563.25,4.9
2018,11,Indonesia,Electronics,Smartphone,242.0,1332.51,777.4,31221.35,3.0
2019,2,Singapore,Personal Care,Electric Toothbrush,588.0,1287.12,643.74,42048.44,2.4
2020,1,Indonesia,Electronics,Smartphone,1046.0,419.71,610.96,25457.15,3.9
2019,8,Thailand,Computers,Printer,,,935.9,45513.97,
2019,11,Philippines,Electronics,Camera,1410.0,458.91,772.85,8449.16,2.1
2021,7,Philippines,Computers,Monitor,621.0,1971.92,1210.81,12023.74,3.0
2019,9,Singapore,Electronics,E-reader,1162.0,501.63,82.53,47392.6,3.3
2018,4,Indonesia,Entertainment,Sound System,853.0,1554.88,98.98,35636.41,4.2
2018,8,Philippines,Electronics,E-reader,,,1407.8,14428.91,
2018,4,Singapore,Entertainment,DVD Player,1076.0,606.72,119.81,34686.24,3.0
2022,2,Indonesia,Entertainment,VR Headset,935.0,1101.86,967.13,20960.43,2.1
2019,4,Philippines,Computers,Keyboard,1021.0,1914.76,1058.4,18132.76,1.6
2021,9,Singapore,Home Appliances,Microwave,348.0,1505.51,956.01,7753.89,3.1
2018,8,Philippines,Personal Care,Facial Cleanser,105.0,1212.12,269.14,33457.56,4.0
2018,4,Philippines,Electronics,Tablet,1230.0,643.91,811.49,25163.97,1.0
2022,7,Malaysia,Home Appliances,Dryer,542.0,309.24,623.42,43456.05,3.1
2020,1,Indonesia,Entertainment,Gaming Console,816.0,751.09,686.94,15654.3,1.6
2022,8,Indonesia,Home Appliances,Refrigerator,1353.0,249.51,1454.18,30287.5,1.8
2018,3,Singapore,Electronics,E-reader,179.0,161.74,1304.16,24015.9,2.4
2018,10,Philippines,Home Appliances,Refrigerator,1381.0,677.77,521.78,42436.88,3.4
2019,5,Singapore,Electronics,Smartwatch,83.0,1141.12,505.69,17669.12,4.2
2020,1,Thailand,Personal Care,Shaver,1192.0,1254.2,1328.05,45103.84,3.8
2018,4,Philippines,Computers,Monitor,334.0,897.02,1021.2,40393.08,4.7
2021,8,Philippines,Electronics,Smartwatch,972.0,838.69,903.76,25361.0,3.7
2018,8,Thailand,Electronics,Portable Speaker,1405.0,1758.28,433.74,38943.5,2.2
2022,1,Malaysia,Computers,Printer,1032.0,1367.04,622.55,25139.85,3.8
2022,7,Indonesia,Computers,Laptop,588.0,931.52,1409.59,28292.88,3.8
2019,12,Malaysia,Personal Care,Shaver,1172.0,407.24,1324.13,23886.21,3.3
2018,3,Indonesia,Personal Care,Hair Straightener,1165.0,1037.25,538.64,5107.09,3.6
2018,12,Thailand,Electronics,E-reader,287.0,1176.71,1299.56,41710.93,4.4
2019,10,Thailand,Computers,Monitor,878.0,1376.47,744.91,48299.95,1.3
2018,6,Philippines,Personal Care,Massager,971.0,810.22,514.54,2799.0,2.0
2020,6,Singapore,Entertainment,VR Headset,169.0,437.59,1162.56,29801.71,1.6
2019,7,Thailand,Personal Care,Hair Dryer,295.0,19999.4,1429.06,46061.54,2.8
2019,2,Malaysia,Computers,Keyboard,434.0,523.88,394.57,45634.19,3.1
2020,5,Singapore,Entertainment,Sound System,,,947.93,2636.26,
2021,5,Thailand,Electronics,Camera,1414.0,1415.41,435.37,31237.34,4.0
2018,8,Malaysia,Computers,Printer,996.0,1290.68,892.97,3853.45,3.2
2018,6,Indonesia,Home Appliances,Blender,929.0,483.94,940.74,38145.54,4.5
2021,4,Thailand,Computers,External Hard Drive,,,481.39,14608.26,
2022,2,Indonesia,Entertainment,DVD Player,1120.0,81.47,139.0,17431.4,4.0
2019,12,Indonesia,Entertainment,VR Headset,1368.0,1822.69,1215.17,10276.23,1.5
2019,5,Philippines,Computers,Laptop,1101.0,723.53,1183.41,4496.15,4.2
2022,12,Malaysia,Home Appliances,Washing Machine,330.0,114.79,401.34,34496.35,2.9
2020,7,Singapore,Electronics,Smartwatch,395.0,1652.37,117.52,13497.82,2.5
2022,8,Philippines,Electronics,Camera,1127.0,1562.38,1472.83,19389.58,3.4
2020,9,Singapore,Entertainment,Television,250.0,1146.9,934.04,37822.28,4.9
2019,3,Indonesia,Home Appliances,Microwave,734.0,1599.22,343.4,44785.29,3.3
2018,11,Thailand,Electronics,Tablet,753.0,1342.18,981.18,14995.7,2.0
2020,3,Philippines,Entertainment,DVD Player,414.0,1078.91,887.04,34593.32,3.1
2019,11,Indonesia,Computers,Keyboard,1053.0,817.48,560.52,10721.19,1.5
2019,1,Indonesia,Electronics,E-reader,594.0,1307.52,166.0,14294.97,4.5
2020,11,Singapore,Electronics,Smartphone,641.0,208.17,601.35,39995.08,1.7
2021,9,Singapore,Personal Care,Hair Dryer,316.0,1877.37,534.33,42192.77,4.1
2020,10,Philippines,Electronics,E-reader,1155.0,1641.6,344.9,13868.13,4.9
2019,5,Thailand,Home Appliances,Air Conditioner,1120.0,1501.7,1029.72,17555.73,1.6
2018,11,Singapore,Entertainment,Sound System,459.0,1856.88,1052.09,23743.57,4.5
2022,7,Thailand,Home Appliances,Refrigerator,78.0,698.82,1483.66,45945.04,3.0
2021,3,Singapore,Home Appliances,Washing Machine,1360.0,1250.24,201.95,47443.08,4.7
2019,7,Thailand,Home Appliances,Refrigerator,1230.0,221.14,608.75,3697.53,2.1
2018,2,Indonesia,Home Appliances,Washing Machine,522.0,1483.27,283.12,11081.21,3.0
2021,9,Thailand,Computers,Printer,1444.0,586.24,1095.19,20086.12,4.1
2018,12,Thailand,Computers,External Hard Drive,310.0,1630.75,635.33,27197.7,1.8
2019,2,Thailand,Entertainment,DVD Player,761.0,1181.59,1270.68,19782.59,2.3
2018,12,Philippines,Entertainment,Television,145.0,1406.35,546.79,27537.65,3.7
2019,8,Thailand,Home Appliances,Microwave,1410.0,1081.4,884.06,49064.59,3.2
2018,11,Indonesia,Entertainment,Sound System,1099.0,1452.94,1267.68,14567.45,4.1
2018,12,Philippines,Electronics,Smartwatch,636.0,1364.48,1464.25,35203.19,4.7
2021,3,Philippines,Electronics,Portable Speaker,766.0,1459.2,978.06,22563.32,2.0
2022,5,Philippines,Computers,Desktop,135.0,1656.96,617.99,40119.95,2.3
2021,5,Singapore,Computers,Keyboard,633.0,615.29,839.13,8202.07,1.4
2020,7,Indonesia,Home Appliances,Blender,1226.0,1873.33,1041.81,47512.75,2.2
2020,9,Thailand,Electronics,Smartphone,199.0,289.05,94.33,49096.72,1.4
2019,6,Malaysia,Computers,Printer,524.0,1150.36,1451.79,14820.12,1.1
2018,6,Singapore,Electronics,Camera,1040.0,1952.39,457.89,5944.47,2.4
2021,3,Philippines,Computers,Desktop,853.0,79.23,683.4,43721.89,2.3
2018,1,Singapore,Home Appliances,Microwave,529.0,1553.68,1296.7,21782.41,1.3
2022,1,Thailand,Electronics,Tablet,339.0,1264.92,604.63,30819.5,1.2
2018,10,Indonesia,Home Appliances,Blender,718.0,288.97,1369.4,45046.59,2.8
2019,12,Malaysia,Entertainment,Gaming Console,358.0,1655.98,458.12,25632.21,1.2
2021,3,Indonesia,Home Appliances,Refrigerator,460.0,1902.88,627.63,2060.28,3.8
2020,7,Indonesia,Computers,Keyboard,1232.0,1795.07,1144.04,33717.67,4.3
2022,11,Singapore,Computers,Monitor,489.0,248.39,1306.55,34067.39,2.7
2018,1,Philippines,Home Appliances,Refrigerator,928.0,1705.15,1292.74,29655.48,3.2
2022,4,Philippines,Entertainment,Gaming Console,,,48.91,23609.66,
2022,9,Singapore,Electronics,Portable Speaker,1144.0,1486.38,1167.14,8195.37,2.1
2022,3,Indonesia,Electronics,Tablet,1296.0,1365.86,167.12,7841.61,4.6
2022,10,Philippines,Home Appliances,Refrigerator,495.0,309.44,702.26,17874.58,3.0
2021,11,Thailand,Personal Care,Facial Cleanser,409.0,394.95,1107.18,39112.4,1.4
2022,9,Malaysia,Entertainment,Gaming Console,838.0,177.1,537.92,38075.85,3.0
2022,12,Malaysia,Computers,Desktop,503.0,1497.93,685.69,2501.88,1.8
2021,9,Thailand,Electronics,Smartphone,1049.0,528.01,1441.6,28772.05,2.9
2019,4,Singapore,Home Appliances,Microwave,938.0,663.33,1027.28,46763.3,3.7
2020,7,Malaysia,Home Appliances,Microwave,1206.0,1598.6,519.74,13747.89,3.0
2020,3,Thailand,Personal Care,Facial Cleanser,14990.0,695.9,1185.87,25315.64,1.3
2022,9,Philippines,Personal Care,Shaver,771.0,1332.23,802.41,11909.36,1.9
2022,10,Singapore,Entertainment,Gaming Console,714.0,650.55,340.28,34745.78,3.1
2020,9,Philippines,Computers,Laptop,690.0,1552.55,571.0,21002.92,4.3
2018,11,Malaysia,Computers,Printer,199.0,1691.17,582.39,9580.79,2.5
2018,2,Thailand,Entertainment,Streaming Device,1243.0,811.34,1246.44,2109.47,2.5
2022,10,Philippines,Computers,Desktop,1089.0,1909.3,864.03,36987.57,4.5
2020,2,Singapore,Electronics,Portable Speaker,1463.0,1255.38,1127.76,31342.92,1.7
2018,1,Indonesia,Entertainment,Sound System,820.0,992.28,1177.1,38435.58,3.9
2018,1,Indonesia,Personal Care,Massager,233.0,300.01,1160.76,24863.95,2.0
2020,6,Indonesia,Computers,Desktop,1221.0,824.64,202.36,40769.38,4.7
2018,6,Philippines,Personal Care,Hair Dryer,646.0,986.08,76.13,42663.1,4.4
2020,10,Indonesia,Personal Care,Facial Cleanser,795.0,1066.99,1165.74,46213.42,4.9
